imdb_id,movie_title,genres,each_genre,imdb_rating,metascore,vote_count,release_year,release_month,runtime
tt2140479,The Accountant,"Action, Crime, Drama",action,7.3,51,339833,2016,10,7680
tt3799694,The Nice Guys,"Action, Comedy, Crime",action,7.4,70,391519,2016,5,6960
tt4196776,Jason Bourne,"Action, Thriller",action,6.6,58,249248,2016,7,7380
tt1386697,Suicide Squad,"Action, Adventure, Fantasy",action,5.9,40,738362,2016,8,7380
tt1431045,Deadpool,"Action, Comedy, Sci-Fi",action,8.0,65,1197493,2016,2,6480
tt2094766,Assassin's Creed,"Action, Adventure, Sci-Fi",action,5.6,36,213416,2016,12,6900
tt3748528,Rogue One,"Action, Adventure, Sci-Fi",action,7.8,65,709504,2016,12,7980
tt3498820,Captain America: Civil War,"Action, Sci-Fi",action,7.8,75,882690,2016,4,8820
tt4520364,Morgan,"Action, Horror, Sci-Fi",action,5.9,48,47865,2016,9,5520
tt2948356,Zootopia,"Animation, Action, Adventure",action,8.0,78,574808,2016,3,6480
tt5700672,Busanhaeng,"Action, Horror, Thriller",action,7.6,73,280662,2016,7,7080
tt2404435,The Magnificent Seven,"Action, Adventure, Drama",action,6.9,54,236106,2016,9,7920
tt2975590,Batman v Superman: Dawn of Justice,"Action, Adventure, Sci-Fi",action,6.5,44,768732,2016,3,9060
tt4172430,13 Hours: The Secret Soldiers of Benghazi,"Action, Drama, History",action,7.3,48,170230,2016,1,8640
tt3385516,X-Men: Apocalypse,"Action, Adventure, Sci-Fi",action,6.8,52,476965,2016,5,8640
tt1211837,Doctor Strange,"Action, Adventure, Fantasy",action,7.5,72,837287,2016,10,6900
tt3393786,Jack Reacher: Never Go Back,"Action, Thriller",action,6.2,47,184081,2016,10,7080
tt2660888,Star Trek Beyond,"Action, Adventure, Sci-Fi",action,7.0,68,263979,2016,7,7320
tt1628841,Independence Day: Resurgence,"Action, Adventure, Sci-Fi",action,5.2,32,193909,2016,6,7200
tt3040964,The Jungle Book,"Animation, Action, Adventure",action,7.3,77,298085,2016,4,6360
tt1860357,Deepwater Horizon,"Action, Drama, History",action,7.1,68,190270,2016,9,6420
tt2304933,The 5th Wave,"Action, Adventure, Sci-Fi",action,5.2,33,121022,2016,1,6720
tt2404233,Gods of Egypt,"Action, Adventure, Drama",action,5.4,25,130326,2016,2,7620
tt4776998,The Promise,"Action, Adventure, Drama",action,6.1,49,179452,2016,4,7980
tt3062096,Inferno,"Action, Adventure, Crime",action,6.2,42,195066,2016,10,7260
tt0803096,Warcraft,"Action, Adventure, Fantasy",action,6.7,32,287903,2016,6,7380
