imdb_id,movie_title,genres,each_genre,imdb_rating,metascore,vote_count,release_year,release_month,runtime
tt0265086,Black Hawk Down,"Action, Drama, History",action,7.7,74,437533,2001,1,8640
tt0232500,The Fast and the Furious,"Action, Crime, Thriller",action,6.8,58,435272,2001,6,6360
tt0159273,Behind Enemy Lines,"Action, Drama, Thriller",action,6.4,49,115993,2001,11,6360
tt0183790,A Knight's Tale,"Action, Adventure, Romance",action,7.0,56,209364,2001,5,7920
tt0213149,Pearl Harbor,"Action, Drama, Romance",action,6.2,44,359981,2001,5,10980
tt0250687,Rat Race,"Action, Adventure, Comedy",action,6.5,52,126199,2001,8,6720
tt0133152,Planet of the Apes,"Action, Adventure, Sci-Fi",action,5.7,50,237447,2001,7,7200
tt0146316,Lara Croft: Tomb Raider,"Action, Adventure, Fantasy",action,5.8,33,224279,2001,6,6000
tt0230011,Atlantis: The Lost Empire,"Animation, Action, Adventure",action,6.9,52,140240,2001,6,5700
tt0209163,The Mummy Returns,"Action, Adventure, Fantasy",action,6.4,48,356289,2001,5,7800
tt0163025,Jurassic Park III,"Action, Adventure, Sci-Fi",action,5.9,42,350869,2001,7,5520
tt0227538,Spy Kids,"Action, Adventure, Comedy",action,5.6,71,131098,2001,3,5280
tt0215750,Enemy at the Gates,"Action, Drama, War",action,7.5,53,284104,2001,3,7860
tt0252503,Heist,"Action, Crime, Drama",action,6.5,66,40081,2001,11,6540
tt0266915,Rush Hour 2,"Action, Comedy, Crime",action,6.7,48,248293,2001,8,5400
tt0181739,Osmosis Jones,"Animation, Action, Adventure",action,6.3,57,40044,2001,8,5700
tt0237534,Le pacte des loups,"Action, Adventure, Drama",action,7.0,57,73999,2001,1,8520
tt0244244,Swordfish,"Action, Crime, Thriller",action,6.5,32,199642,2001,6,5940
tt0296042,Koroshiya 1,"Action, Crime, Drama",action,6.9,55,61858,2001,12,7740
tt0228333,Ghosts of Mars,"Action, Horror, Sci-Fi",action,4.9,35,59516,2001,8,5880
tt0266987,Spy Game,"Action, Crime, Thriller",action,7.1,63,171860,2001,11,7560
tt0211443,Jason X,"Action, Horror, Sci-Fi",action,4.5,25,63813,2001,4,5520
tt0286112,Siu Lam juk kau,"Action, Comedy, Fantasy",action,7.3,68,92437,2001,7,6780
tt0267804,The One,"Action, Sci-Fi, Thriller",action,5.9,25,97682,2001,11,5220
tt0132245,Driven,"Action, Drama, Sport",action,4.6,29,43986,2001,4,6960
tt0271027,Kiss of the Dragon,"Action, Crime, Thriller",action,6.6,58,67962,2001,7,5880
tt0268397,Jimmy Neutron: Boy Genius,"Animation, Action, Adventure",action,6.1,65,39231,2001,12,4920
tt0233142,3000 Miles to Graceland,"Action, Comedy, Crime",action,6.0,21,49809,2001,2,7500
tt0272020,The Last Castle,"Action, Drama, Thriller",action,6.9,43,87248,2001,10,7860
tt0242445,Exit Wounds,"Action, Crime, Thriller",action,5.6,39,37634,2001,3,6060
tt0239395,Cats & Dogs,"Action, Adventure, Comedy",action,5.2,47,63933,2001,7,5220
tt0275277,Cowboy Bebop: Tengoku no tobira,"Animation, Action, Crime",action,7.8,62,55221,2001,9,6900
tt0227984,The 51st State,"Action, Comedy, Crime",action,6.3,23,51694,2001,12,5580
tt0173840,Final Fantasy: The Spirits Within,"Animation, Action, Adventure",action,6.4,49,84912,2001,7,6360
tt0243609,To End All Wars,"Action, Drama, War",action,6.9,N/A,11938,2001,9,7500
tt0273799,Max Keeble's Big Move,"Action, Comedy, Crime",action,5.4,40,9002,2001,10,5160
tt0258038,Pootie Tang,"Action, Adventure, Comedy",action,5.3,31,15389,2001,6,4860
tt0244000,American Outlaws,"Action, Western",action,5.9,25,18019,2001,8,5640
tt0250720,See Spot Run,"Action, Comedy, Crime",action,5.4,24,9943,2001,3,5640
tt0179626,15 Minutes,"Action, Crime, Drama",action,6.1,34,52620,2001,3,7200
tt0218817,Antitrust,"Action, Crime, Drama",action,6.1,31,30788,2001,1,6480
tt0281364,Wasabi,"Action, Comedy, Crime",action,6.6,53,44123,2001,10,5640
tt0277327,So weit die Füße tragen,"Action, Adventure, Drama",action,7.3,N/A,8391,2001,12,9480
tt0245120,The Forsaken,"Action, Fantasy, Horror",action,5.3,35,9442,2001,4,5400
tt0246544,The Musketeer,"Action, Adventure, Romance",action,4.8,27,15232,2001,9,6240
tt0267287,Avalon,"Action, Drama, Fantasy",action,6.4,N/A,13870,2001,1,6420
tt0271946,Dak mo mai sing,"Action, Comedy, Crime",action,5.8,N/A,19208,2001,1,6480
tt0193364,The Order,"Action, Adventure, Comedy",action,4.6,N/A,9742,2001,12,5340
tt0238552,Replicant,"Action, Sci-Fi, Thriller",action,5.4,N/A,16137,2001,5,6000
tt0150021,Camouflage,"Action, Comedy",action,4.6,N/A,2233,2001,3,5880
tt0241527,Harry Potter and the Sorcerer's Stone,"Adventure, Family, Fantasy",adventure,7.7,65,897949,2001,11,9120
tt0120737,The Lord of the Rings: The Fellowship of the Ring,"Adventure, Drama, Fantasy",adventure,8.9,92,2092443,2001,12,10680
tt0245429,Sen to Chihiro no kamikakushi,"Animation, Adventure, Family",adventure,8.6,96,900117,2001,7,7440
tt0126029,Shrek,"Animation, Adventure, Comedy",adventure,7.9,84,767133,2001,6,5400
tt0198781,"Monsters, Inc.","Animation, Adventure, Comedy",adventure,8.1,79,1020229,2001,11,5520
tt0212720,A.I. Artificial Intelligence,"Adventure, Drama, Sci-Fi",adventure,7.2,65,330092,2001,6,8760
tt0245686,Joe Dirt,"Adventure, Comedy, Drama",adventure,6.0,20,62854,2001,4,5460
tt0236493,The Mexican,"Adventure, Comedy, Drama",adventure,6.1,43,118320,2001,3,7380
tt0258470,Bubble Boy,"Adventure, Comedy, Romance",adventure,5.7,41,36098,2001,8,5040
tt0265087,Black Knight,"Adventure, Comedy, Fantasy",adventure,4.9,32,44465,2001,11,5700
tt0231402,Crocodile Dundee in Los Angeles,"Adventure, Comedy, Crime",adventure,4.8,37,26799,2001,4,5700
