imdb_id,movie_title,genres,each_genre,imdb_rating,metascore,vote_count,release_year,release_month,runtime
tt0332452,Troy,"Action, Adventure, Drama",action,7.3,56,589783,2004,5.0,9780
tt0378194,Kill Bill: Vol. 2,"Action, Crime, Thriller",action,8.0,83,833357,2004,4.0,8220
tt0317705,The Incredibles,"Animation, Action, Adventure",action,8.0,90,847983,2004,10.0,6900
tt0363547,Dawn of the Dead,"Action, Horror",action,7.2,59,280059,2004,3.0,6060
tt0330793,The Punisher,"Action, Crime, Drama",action,6.4,33,175264,2004,4.0,7440
tt0316654,Spider-Man 2,"Action, Adventure, Sci-Fi",action,7.5,83,740649,2004,6.0,7620
tt0328107,Man on Fire,"Action, Crime, Drama",action,7.7,47,401275,2004,4.0,8760
tt0319262,The Day After Tomorrow,"Action, Adventure, Sci-Fi",action,6.5,47,494718,2004,5.0,7440
tt0343818,"I, Robot","Action, Mystery, Sci-Fi",action,7.1,59,593643,2004,7.0,6900
tt0369339,Collateral,"Action, Crime, Drama",action,7.5,71,446486,2004,8.0,7200
tt0368891,National Treasure,"Action, Adventure, Mystery",action,6.9,40,365624,2004,11.0,7860
tt0167190,Hellboy,"Action, Adventure, Fantasy",action,6.9,72,359943,2004,4.0,7320
tt0338526,Van Helsing,"Action, Adventure, Fantasy",action,6.1,35,296117,2004,5.0,7860
tt0349683,King Arthur,"Action, Adventure, Drama",action,6.3,46,179144,2004,7.0,7560
tt0296572,The Chronicles of Riddick,"Action, Adventure, Sci-Fi",action,6.6,38,247033,2004,6.0,7140
tt0372183,The Bourne Supremacy,"Action, Thriller",action,7.7,73,498259,2004,7.0,6480
tt0359013,Blade: Trinity,"Action, Horror, Sci-Fi",action,5.8,38,195072,2004,12.0,6780
tt0372588,Team America: World Police,"Action, Comedy",action,7.2,64,181778,2004,10.0,5880
tt0318627,Resident Evil: Apocalypse,"Action, Horror, Sci-Fi",action,6.1,36,214967,2004,9.0,5640
tt0362270,The Life Aquatic with Steve Zissou,"Action, Adventure, Comedy",action,7.2,62,215183,2004,12.0,7140
tt0370263,AVP: Alien vs. Predator,"Action, Adventure, Horror",action,5.7,29,222386,2004,8.0,6060
tt0346491,Alexander,"Action, Biography, Drama",action,5.6,40,179608,2004,11.0,10500
tt0327554,Catwoman,"Action, Crime, Fantasy",action,3.4,27,128608,2004,7.0,6240
tt0373074,Kung Fu Hustle,"Action, Comedy, Fantasy",action,7.7,78,156074,2004,12.0,5940
tt0390022,Friday Night Lights,"Action, Drama, Sport",action,7.2,70,68602,2004,10.0,7080
tt0366174,Anacondas: The Hunt for the Blood Orchid,"Action, Adventure, Horror",action,4.7,40,35211,2004,8.0,5820
tt0317648,Hidalgo,"Action, Adventure, Biography",action,6.7,54,87111,2004,3.0,8160
tt0351977,Walking Tall,"Action, Crime",action,6.3,44,111898,2004,4.0,5160
tt0337921,Cellular,"Action, Crime, Thriller",action,6.5,60,107818,2004,9.0,5640
tt0327437,Around the World in 80 Days,"Action, Adventure, Comedy",action,5.9,49,97052,2004,6.0,7200
tt0167456,Thunderbirds,"Action, Adventure, Comedy",action,4.3,36,14764,2004,7.0,5700
tt0329691,Torque,"Action, Comedy, Crime",action,4.1,41,29984,2004,1.0,5040
tt0367479,After the Sunset,"Action, Comedy, Crime",action,6.2,38,50755,2004,11.0,5820
tt0367631,D.E.B.S.,"Action, Comedy, Romance",action,5.4,42,18656,2004,3.0,5460
tt0316732,Taxi,"Action, Comedy, Crime",action,4.6,27,45994,2004,10.0,5820
tt0417072,Alpointeu,"Action, Horror, War",action,6.2,N/A,6008,2004,8.0,6420
tt0396184,Pusher II,"Action, Crime, Drama",action,7.3,78,26684,2004,12.0,6000
tt0414852,Banlieue 13,"Action, Crime, Sci-Fi",action,7.1,70,75400,2004,11.0,5040
tt0346156,Sky Captain and the World of Tomorrow,"Action, Adventure, Mystery",action,6.1,64,88676,2004,9.0,6360
tt0385004,Shi mian mai fu,"Action, Adventure, Drama",action,7.5,89,117754,2004,7.0,7140
tt0377062,Flight of the Phoenix,"Action, Adventure, Drama",action,6.1,47,57690,2004,12.0,6780
tt0348121,Suchîmubôi,"Animation, Action, Adventure",action,6.8,66,19190,2004,7.0,7560
tt0306892,George and the Dragon,"Action, Adventure, Comedy",action,5.6,N/A,4505,2004,10.0,5580
tt0349710,Ladder 49,"Action, Drama, Thriller",action,6.5,47,60140,2004,10.0,6900
tt0386005,San ging chaat goo si,"Action, Crime, Thriller",action,6.9,N/A,29868,2004,9.0,7380
tt0358349,Agent Cody Banks 2: Destination London,"Action, Adventure, Comedy",action,4.6,32,16357,2004,3.0,6000
tt0403358,Nochnoy dozor,"Action, Fantasy, Horror",action,6.4,58,56116,2004,7.0,6840
tt0360009,Spartan,"Action, Crime, Drama",action,6.5,60,33487,2004,3.0,6360
tt0390808,36 quai des orfèvres,"Action, Crime, Drama",action,7.1,N/A,18778,2004,11.0,6660
tt0386064,Taegukgi hwinallimyeo,"Action, Drama, War",action,8.0,64,41714,2004,2.0,8400
