imdb_id,movie_title,genres,each_genre,imdb_rating,metascore,vote_count,release_year,release_month,runtime
tt0418279,Transformers,"Action, Adventure, Sci-Fi",action,7.1,61,693946,2007,7.0,8640
tt0373889,Harry Potter and the Order of the Phoenix,"Action, Adventure, Family",action,7.5,71,661799,2007,7.0,8280
tt0413300,Spider-Man 3,"Action, Adventure, Sci-Fi",action,6.3,59,663817,2007,5.0,8340
tt0449088,Pirates of the Caribbean: At World's End,"Action, Adventure, Fantasy",action,7.1,50,715322,2007,5.0,10140
tt0425112,Hot Fuzz,"Action, Comedy, Mystery",action,7.8,81,549632,2007,2.0,7260
tt0822854,Shooter,"Action, Drama, Thriller",action,7.1,53,365127,2007,3.0,7440
tt0381849,3:10 to Yuma,"Action, Crime, Drama",action,7.6,76,341606,2007,9.0,7320
tt0465494,Hitman,"Action, Crime, Thriller",action,6.2,35,182595,2007,11.0,5640
tt0259324,Ghost Rider,"Action, Fantasy, Thriller",action,5.3,35,259687,2007,2.0,6600
tt0337978,Live Free or Die Hard,"Action, Thriller",action,7.1,69,428078,2007,6.0,7680
tt0293564,Rush Hour 3,"Action, Comedy, Crime",action,6.2,44,190325,2007,8.0,5460
tt1077258,Planet Terror,"Action, Comedy, Horror",action,7.0,N/A,227859,2007,4.0,6300
tt0442933,Beowulf,"Animation, Action, Adventure",action,6.3,59,176969,2007,11.0,6900
tt0440963,The Bourne Ultimatum,"Action, Mystery, Thriller",action,8.0,85,669501,2007,8.0,6900
tt0435705,Next,"Action, Sci-Fi, Thriller",action,6.2,42,170020,2007,4.0,5760
tt0486576,4: Rise of the Silver Surfer,"Action, Adventure, Fantasy",action,5.6,45,284941,2007,6.0,5520
tt0465234,National Treasure: Book of Secrets,"Action, Adventure, Mystery",action,6.5,48,260465,2007,12.0,7440
tt0499556,War,"Action, Thriller",action,6.2,36,98869,2007,8.0,6180
tt0490086,Big Stan,"Action, Comedy",action,6.2,N/A,49236,2007,6.0,6300
tt0453556,TMNT,"Animation, Action, Adventure",action,6.2,41,70621,2007,3.0,5220
tt0758730,AVPR: Aliens vs Predator - Requiem,"Action, Horror, Sci-Fi",action,4.6,29,139999,2007,12.0,5640
tt0432021,Resident Evil: Extinction,"Action, Horror, Sci-Fi",action,6.2,41,209983,2007,9.0,5640
