imdb_id,movie_title,genres,each_genre,imdb_rating,metascore,vote_count,release_year,release_month,runtime,actors,director,budget,worldwide_gross
tt0145487,Spider-Man,"Action, Adventure, Sci-Fi",action,7.4,73.0,916198,2002,5.0,7260.0,"['Tobey Maguire', 'Kirsten Dunst', 'Willem Dafoe']",Sam Raimi,"$139,000,000 (estimated)","$825,802,095"
tt0245844,The Count of Monte Cristo,"Action, Adventure, Drama",action,7.7,61.0,153999,2002,1.0,7860.0,"['Jim Caviezel', 'Guy Pearce', 'Christopher Adamson']",Kevin Reynolds,"$35,000,000 (estimated)","$75,395,048"
tt0120804,Resident Evil,"Action, Horror, Sci-Fi",action,6.6,35.0,297865,2002,3.0,6000.0,"['Milla Jovovich', 'Michelle Rodriguez', 'Ryan McCluskey']",Paul W.S. Anderson,"$33,000,000 (estimated)","$102,984,862"
tt0121765,Star Wars: Episode II - Attack of the Clones,"Action, Adventure, Fantasy",action,6.6,54.0,783694,2002,5.0,8520.0,"['Hayden Christensen', 'Natalie Portman', 'Ewan McGregor']",George Lucas,"$115,000,000 (estimated)","$653,780,724"
tt0120912,Men in Black II,"Action, Adventure, Comedy",action,6.2,49.0,416623,2002,7.0,5280.0,"['Tommy Lee Jones', 'Will Smith', 'Rip Torn']",Barry Sonnenfeld,"$140,000,000 (estimated)","$445,135,288"
tt0181689,Minority Report,"Action, Crime, Mystery",action,7.6,80.0,599798,2002,6.0,8700.0,"['Tom Cruise', 'Colin Farrell', 'Samantha Morton']",Steven Spielberg,"$102,000,000 (estimated)","$358,372,926"
tt0258463,The Bourne Identity,"Action, Mystery, Thriller",action,7.8,68.0,592228,2002,6.0,7140.0,"['Franka Potente', 'Matt Damon', 'Chris Cooper']",Doug Liman,"$60,000,000 (estimated)","$214,034,224"
tt0164184,The Sum of All Fears,"Action, Drama, Thriller",action,6.5,45.0,127836,2002,5.0,7440.0,"['Ben Affleck', 'Morgan Freeman', 'Ian Mongrain']",Phil Alden Robinson,"$68,000,000 (estimated)","$193,921,372"
tt0246460,Die Another Day,"Action, Adventure, Thriller",action,6.1,56.0,233822,2002,11.0,7980.0,"['Pierce Brosnan', 'Halle Berry', 'Rosamund Pike']",Lee Tamahori,"$142,000,000 (estimated)","$431,971,781"
tt0295178,Austin Powers in Goldmember,"Action, Adventure, Comedy",action,6.2,62.0,228073,2002,7.0,5640.0,"['Mike Myers', 'Beyoncé', 'Seth Green']",Jay Roach,"$63,000,000 (estimated)","$296,939,148"
tt0238380,Equilibrium,"Action, Drama, Sci-Fi",action,7.3,33.0,354121,2002,12.0,6420.0,"['Christian Bale', 'Sean Bean', 'Emily Watson']",Kurt Wimmer,"$20,000,000 (estimated)","$5,368,217"
tt0295701,xXx,"Action, Adventure, Drama",action,5.8,48.0,189645,2002,8.0,7440.0,"['Vin Diesel', 'Asia Argento', 'Marton Csokas']",Rob Cohen,"$70,000,000 (estimated)","$277,448,382"
tt0253556,Reign of Fire,"Action, Adventure, Fantasy",action,6.2,39.0,148769,2002,7.0,6060.0,"['Matthew McConaughey', 'Christian Bale', 'Izabella Scorupco']",Rob Bowman,"$60,000,000 (estimated)","$82,150,183"
tt0293662,The Transporter,"Action, Crime, Thriller",action,6.8,51.0,328844,2002,10.0,5520.0,"['Jason Statham', 'Shu Qi', 'Matt Schulze']",Louis Leterrier,"$21,000,000 (estimated)","$43,928,932"
tt0268695,The Time Machine,"Action, Adventure, Sci-Fi",action,6.0,42.0,132942,2002,3.0,5760.0,"['Guy Pearce', 'Yancey Arias', 'Mark Addy']",Simon Wells,"$80,000,000 (estimated)","$123,729,176"
tt0277434,We Were Soldiers,"Action, Drama, History",action,7.2,65.0,155098,2002,3.0,8280.0,"['Mel Gibson', 'Madeleine Stowe', 'Greg Kinnear']",Randall Wallace,"$75,000,000 (estimated)","$115,374,915"
tt0187738,Blade II,"Action, Horror, Sci-Fi",action,6.7,52.0,243541,2002,3.0,7020.0,"['Wesley Snipes', 'Kris Kristofferson', 'Ron Perlman']",Guillermo del Toro,"$54,000,000 (estimated)","$155,010,032"
tt0277296,The Scorpion King,"Action, Adventure, Fantasy",action,5.5,45.0,148523,2002,4.0,5520.0,"['Dwayne Johnson', 'Steven Brand', 'Michael Clarke Duncan']",Chuck Russell,"$60,000,000 (estimated)","$180,630,907"
tt0271367,Eight Legged Freaks,"Action, Adventure, Comedy",action,5.5,53.0,61588,2002,7.0,5940.0,"['David Arquette', 'Kari Wuhrer', 'Scott Terra']",Ellory Elkayem,"$30,000,000 (estimated)","$45,867,333"
tt0299977,Ying xiong,"Action, Adventure, Drama",action,7.9,85.0,190317,2002,12.0,6420.0,"['Jet Li', 'Tony Leung Chiu-wai', 'Maggie Cheung']",Yimou Zhang,"$31,000,000 (estimated)","$177,395,557"
tt0280609,Dog Soldiers,"Action, Horror, Thriller",action,6.8,,68240,2002,5.0,6300.0,"['Sean Pertwee', 'Kevin McKidd', 'Emma Cleasby']",Neil Marshall,"$2,000,000 (estimated)","$3,537,283"
tt0287717,Spy Kids 2: Island of Lost Dreams,"Action, Adventure, Comedy",action,5.3,66.0,76019,2002,8.0,6000.0,"['Alexa PenaVega', 'Daryl Sabara', 'Antonio Banderas']",Robert Rodriguez,"$38,000,000 (estimated)","$119,723,358"
tt0259484,Paid in Full,"Action, Crime, Drama",action,7.0,49.0,14960,2002,10.0,5820.0,"['Mekhi Phifer', 'Wood Harris', 'Chi McBride']",Charles Stone III,,"$3,116,526"
tt0253754,Star Trek: Nemesis,"Action, Adventure, Sci-Fi",action,6.4,51.0,85642,2002,12.0,6960.0,"['Patrick Stewart', 'Jonathan Frakes', 'Brent Spiner']",Stuart Baird,"$60,000,000 (estimated)","$67,336,470"
tt0240468,Kung Pow: Enter the Fist,"Action, Comedy",action,6.2,14.0,49521,2002,1.0,4860.0,"['Steve Oedekerk', 'Fei Lung', 'Leo Lee']",Steve Oedekerk,"$10,000,000 (estimated)","$16,994,625"
