imdb_id,movie_title,genres,each_genre,imdb_rating,metascore,vote_count,release_year,release_month,runtime,actors,director,budget,worldwide_gross
tt0266697,Kill Bill: Vol. 1,"Action, Crime, Thriller",action,8.2,69.0,1242490,2003,10.0,6660.0,"['Uma Thurman', 'David Carradine', 'Daryl Hannah']",Quentin Tarantino,"$30,000,000 (estimated)","$180,908,413"
tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,"Action, Adventure, Fantasy",action,8.1,63.0,1256847,2003,7.0,8580.0,"['Johnny Depp', 'Geoffrey Rush', 'Orlando Bloom']",Gore Verbinski,"$140,000,000 (estimated)","$654,264,546"
tt0364569,Oldeuboi,"Action, Drama, Mystery",action,8.3,78.0,672701,2003,11.0,7200.0,"['Choi Min-sik', 'Yoo Ji-tae', 'Kang Hye-jeong']",Park Chan-wook,"$3,000,000 (estimated)","$17,592,355"
tt0287978,Daredevil,"Action, Crime, Drama",action,5.3,42.0,234927,2003,2.0,6180.0,"['Ben Affleck', 'Jennifer Garner', 'Colin Farrell']",Mark Steven Johnson,"$78,000,000 (estimated)","$179,179,718"
tt0286716,Hulk,"Action, Sci-Fi",action,5.6,54.0,284821,2003,6.0,8280.0,"['Eric Bana', 'Jennifer Connelly', 'Sam Elliott']",Ang Lee,"$137,000,000 (estimated)","$245,285,165"
tt0234215,The Matrix Reloaded,"Action, Sci-Fi",action,7.2,62.0,649054,2003,5.0,8280.0,"['Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss']",Lana Wachowski,"$150,000,000 (estimated)","$741,847,937"
tt0320691,Underworld,"Action, Fantasy, Thriller",action,7.0,42.0,292772,2003,9.0,7260.0,"['Kate Beckinsale', 'Scott Speedman', 'Shane Brolly']",Len Wiseman,"$22,000,000 (estimated)","$95,708,457"
tt0325710,The Last Samurai,"Action, Drama",action,7.8,55.0,486460,2003,12.0,9240.0,"['Tom Cruise', 'Ken Watanabe', 'Billy Connolly']",Edward Zwick,"$140,000,000 (estimated)","$454,627,263"
tt0322259,2 Fast 2 Furious,"Action, Crime, Thriller",action,5.9,38.0,308441,2003,6.0,6420.0,"['Paul Walker', 'Tyrese Gibson', 'Cole Hauser']",John Singleton,"$76,000,000 (estimated)","$236,353,236"
tt0317740,The Italian Job,"Action, Crime, Thriller",action,7.0,68.0,397308,2003,5.0,6660.0,"['Donald Sutherland', 'Mark Wahlberg', 'Edward Norton']",F. Gary Gray,"$60,000,000 (estimated)","$176,070,171"
tt0290334,X2,"Action, Sci-Fi, Thriller",action,7.4,68.0,594985,2003,5.0,8040.0,"['Patrick Stewart', 'Hugh Jackman', 'Halle Berry']",Bryan Singer,"$110,000,000 (estimated)","$407,711,549"
tt0181852,Terminator 3: Rise of the Machines,"Action, Sci-Fi",action,6.3,66.0,426904,2003,7.0,6540.0,"['Arnold Schwarzenegger', 'Nick Stahl', 'Kristanna Loken']",Jonathan Mostow,"$200,000,000 (estimated)","$433,371,112"
tt0311113,Master and Commander: The Far Side of the World,"Action, Adventure, Drama",action,7.5,81.0,245507,2003,11.0,8280.0,"['Russell Crowe', 'Paul Bettany', 'Billy Boyd']",Peter Weir,"$150,000,000 (estimated)","$211,622,535"
tt0316356,Open Range,"Action, Drama, Romance",action,7.4,67.0,81022,2003,8.0,8340.0,"['Kevin Costner', 'Robert Duvall', 'Diego Luna']",Kevin Costner,"$22,000,000 (estimated)","$68,296,293"
tt0311429,The League of Extraordinary Gentlemen,"Action, Adventure, Fantasy",action,5.8,30.0,187593,2003,7.0,6600.0,"['Sean Connery', 'Stuart Townsend', 'Peta Wilson']",Stephen Norrington,"$78,000,000 (estimated)","$179,265,204"
tt0242653,The Matrix Revolutions,"Action, Sci-Fi",action,6.7,47.0,558734,2003,11.0,7740.0,"['Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss']",Lana Wachowski,"$150,000,000 (estimated)","$427,344,325"
tt0329101,Freddy vs. Jason,"Action, Horror",action,5.7,37.0,131276,2003,8.0,5820.0,"['Robert Englund', 'Ken Kirzinger', 'Kelly Rowland']",Ronny Yu,"$30,000,000 (estimated)","$116,643,421"
tt0305357,Charlie's Angels: Full Throttle,"Action, Adventure, Comedy",action,4.9,48.0,135888,2003,6.0,6360.0,"['Drew Barrymore', 'Lucy Liu', 'Cameron Diaz']",McG,"$120,000,000 (estimated)","$259,175,788"
tt0172156,Bad Boys II,"Action, Comedy, Crime",action,6.6,38.0,279889,2003,7.0,8820.0,"['Will Smith', 'Martin Lawrence', 'Gabrielle Union']",Michael Bay,"$130,000,000 (estimated)","$273,340,010"
tt0338459,Spy Kids 3: Game Over,"Action, Adventure, Comedy",action,4.4,57.0,68555,2003,7.0,5040.0,"['Daryl Sabara', 'Alexa PenaVega', 'Antonio Banderas']",Robert Rodriguez,"$38,000,000 (estimated)","$197,101,678"
tt0257076,S.W.A.T.,"Action, Adventure, Crime",action,6.1,45.0,156722,2003,8.0,7020.0,"['Samuel L. Jackson', 'Colin Farrell', 'Michelle Rodriguez']",Clark Johnson,"$80,000,000 (estimated)","$207,725,639"
tt0300556,Timeline,"Action, Adventure, Sci-Fi",action,5.6,29.0,67283,2003,11.0,6960.0,"['Paul Walker', 'Gerard Butler', 'Billy Connolly']",Richard Donner,"$80,000,000 (estimated)","$43,935,763"
tt0314353,Tears of the Sun,"Action, Drama, Thriller",action,6.6,48.0,133982,2003,3.0,7260.0,"['Bruce Willis', 'Cole Hauser', 'Monica Bellucci']",Antoine Fuqua,"$75,000,000 (estimated)","$86,468,162"
